CNJ,CNJYear,NATURE,SUBJECT,IsCriminal,JusticeSegmentVerifier,NatureVerifier,NatureVerifier2,SubjectVerifier,IsCriminalVerifier
0001549-94.2017.8.26.0666,2017,Carta Precatória Cível,Intimação,FALSE,ok,no,no,no,false
0100192-76.2013.5.17.0101,2013,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0001357-64.2015.8.26.0624,2015,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
3005973-45.2013.8.26.0157,2013,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
0030653-87.2021.8.26.0021,2021,Carta Precatória Cível,DIREITO CIVIL,FALSE,ok,no,no,no,false
1000563-66.2017.5.02.0303,2017,Carta Precatória Cível,Adicional de Insalubridade,FALSE,no,no,no,no,false
0010231-41.2020.5.15.0035,2020,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0008479-67.2010.8.26.0604,2010,Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
1001157-90.2019.5.02.0083,2019,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0015394-75.2017.8.13.0499,2017,Carta Precatória Cível,"PROCESSUAL CIVIL, Objetos de cartas precatórias/de ordem, Citação",FALSE,ok,no,no,no,false
0005488-24.2015.8.26.0126,2015,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
0141094-47.2013.8.20.0001,2013,Carta Precatória Cível,Constrição / Penhora / Avaliação / Indisponibilidade de Bens,FALSE,ok,no,no,no,false
0000355-98.2018.5.23.0006,2018,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0001885-77.2012.8.26.0083,2012,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
0004550-95.2014.8.26.0471,2014,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
1007658-91.2017.8.26.0348,2017,Carta Precatória Cível,Intimação,FALSE,ok,no,no,no,false
0020325-17.2019.5.04.0382,2019,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0012171-40.2011.8.26.0604,2011,Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
0001600-54.2019.8.26.0337,2019,Carta Precatória Cível,Intimação,FALSE,ok,no,no,no,false
0000030-05.2020.5.09.0666,2020,Carta Precatória Cível,Oitiva,FALSE,no,no,no,ok,false
0012636-29.2016.8.26.0554,2016,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
0011086-56.2016.5.15.0133,2016,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
1001926-26.2018.8.26.0177,2018,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
0000153-16.2020.8.12.0101,2020,Carta Precatória Cível,Intimação,FALSE,ok,no,no,no,false
0311270-13.2012.8.05.0001,2012,Carta Precatória Cível,DIREITO CIVIL,FALSE,ok,no,no,no,false
1000878-83.2019.8.26.0666,2019,Carta Precatória Cível,Intimação,FALSE,ok,no,no,no,false
0024907-40.2017.5.24.0005,2017,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0000953-53.2020.8.26.0457,2020,Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
0006673-72.2014.8.26.0372,2014,Carta Precatória Cível,Intimação,FALSE,ok,no,no,no,false
0020043-31.2016.5.04.0334,2016,Carta Precatória Cível,Intimação,FALSE,no,no,no,no,false
0020043-31.2016.5.04.0334,2016,Carta Precatória Cível,Intimação,FALSE,no,no,no,no,false
0006559-94.2013.8.26.0655,2013,Carta Precatória Cível,Intimação,FALSE,ok,no,no,no,false
0310898-62.2015.8.24.0023,2015,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
1001311-87.2021.8.26.0320,2021,Carta Precatória Cível,Penhora / Depósito / Avaliação,FALSE,ok,no,no,no,false
0010881-60.2013.8.26.0655,2013,Carta Precatória Cível,Intimação,FALSE,ok,no,no,no,false
0008709-75.2011.8.26.0604,2011,Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
1004906-26.2019.8.26.0624,2019,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
0018359-35.2009.8.26.0114,2009,Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
1007596-28.2022.8.26.0590,2022,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
1042979-33.2019.8.26.0021,2019,Carta Precatória Cível,"Intimação, Citação",FALSE,ok,no,no,no,false
0020110-41.2019.5.04.0382,2019,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0007522-32.2011.8.26.0604,2011,Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
0019029-05.2011.8.26.0405,2011,Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
0054052-73.2006.8.26.0506,2006,Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
0010608-18.2016.5.15.0046,2016,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0000592-73.2014.5.23.0071,2014,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0022844-53.2020.8.26.0224,2020,Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
0001715-85.2016.5.12.0025,2016,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0001231-63.2019.8.06.0128,2019,Carta Precatória Cível,Intimação / Notificação,FALSE,ok,no,no,no,false
8006168-49.2022.8.05.0080,2022,Carta Precatória Cível,DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Citação (11783,FALSE,ok,no,no,no,false
0000271-24.2019.5.12.0021,2019,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0122366-27.2013.8.26.0021,2013,Carta Precatória Cível,Depoimento,FALSE,ok,no,no,no,false
0058639-04.2012.8.26.0224,2012,Carta Precatória Cível,Intimação,FALSE,ok,no,no,no,false
1015558-49.2016.8.26.0320,2016,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
0000398-74.2017.5.08.0010,2017,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0033640-53.2015.8.26.0071,2015,Carta Precatória Cível,Intimação,FALSE,ok,no,no,no,false
0012150-63.2016.5.03.0092,2016,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
1003455-89.2020.8.26.0022,2020,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
1003199-88.2021.8.26.0127,2021,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
0000142-83.2015.8.26.0614,2015,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
0040147-47.2005.8.26.0405,2005,Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
0044539-81.2006.8.26.0506,2006,Carta Precatória Cível,Família,FALSE,ok,no,no,no,false
1001558-57.2017.8.26.0369,2017,Carta Precatória Cível,Penhora / Depósito / Avaliação,FALSE,ok,no,no,no,false
0026075-14.2008.8.26.0320,2008,Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
0001023-02.2015.5.02.0025,2015,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0005199-66.2019.8.26.0477,2019,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
0001357-40.2021.8.26.0564,2021,Carta Precatória Cível,Diligências,FALSE,ok,no,no,no,false
0001300-68.2016.5.23.0002,2016,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
1000615-32.2008.8.26.0506,2008,Carta Precatória Cível,Família,FALSE,ok,no,no,no,false
3004108-04.2013.8.26.0604,2013,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
0302925-36.2015.8.05.0039,2015,Carta Precatória Cível,Liquidação / Cumprimento / Execução,FALSE,ok,no,no,no,false
0031847-80.2018.8.12.0001,2018,Carta Precatória Cível,Citação,FALSE,ok,no,no,no,false
1000552-25.2022.5.02.0024,2022,Carta Precatória Cível,Atos executórios - Objetos de Cartas Precatórias / de Ordem / Rogatórias - DIREITO PROCESSUAL CIVIL E DO TRABALHO,FALSE,no,no,no,ok,false
0101311-25.2016.5.01.0065,2016,Carta Precatória Cível,,FALSE,no,no,no,vazio,false
0056888-19.2006.8.26.0506,2006,Carta Precatória Cível,Família,FALSE,ok,no,no,no,false
0000545-63.2017.8.10.0085,2017,Carta Precatória Cível,,FALSE,ok,no,no,vazio,false
0027222-21.2016.8.26.0021,2016,Carta Precatória Cível,DIREITO PROCESSUAL CIVIL E DO TRABALHO-Liquidação / Cumprimento / Execução-Obrigação de Entregar-Busca e Apreensão,FALSE,ok,no,no,no,false
3048221-12.2014.8.26.0021,2014,Carta Precatória Cível,Acidente de Trânsito,FALSE,ok,no,no,no,false
0631257-81.2015.8.04.0001,2015,Cumprimento de sentença,Isonomia/Equivalência Salarial,FALSE,ok,ok,no,no,false
0004577-20.2020.8.26.0099,2020,Cumprimento de sentença,Rescisão do contrato e devolução do dinheiro,FALSE,ok,ok,no,no,false
0001060-17.2013.8.26.0466,2013,Cumprimento de sentença,Interpretação / Revisão de Contrato,FALSE,ok,ok,no,no,false
0001163-69.2016.8.25.0038,2016,Cumprimento de sentença,DIREITO PROCESSUAL CIVIL E DO TRABALHO - Liquidação / Cumprimento / Execução - Causas Supervenientes à Sentença -,FALSE,ok,ok,no,no,false
0110577-08.2016.8.13.0338,2016,Cumprimento de sentença,"CIVIL, Obrigações, Inadimplemento",FALSE,ok,ok,no,no,false
0015615-74.2008.8.16.0019,2008,Cumprimento de sentença,Valor da Execução / Cálculo / Atualização,FALSE,ok,ok,no,no,false
0000530-19.2004.8.11.0022,2004,Cumprimento de sentença,Ação Sumária de Aposentadoria por Idade que move JOSEFA CONCEIÇÃO FERREIRA DA SILVA contra INSS - Instittuto Nacionao do Seguro Social,FALSE,ok,ok,no,no,false
1005076-48.2018.8.26.0554,2018,Cumprimento de sentença,Obrigação de Fazer / Não Fazer,FALSE,ok,ok,no,no,false
1010339-26.2017.8.26.0286,2017,Cumprimento de sentença,Valor da Execução / Cálculo / Atualização,FALSE,ok,ok,no,no,false
0008373-76.2016.8.06.0176,2016,Cumprimento de sentença,Obrigação de Fazer / Não Fazer,FALSE,ok,ok,no,no,false
1007963-28.2015.8.26.0451,2015,Cumprimento de sentença,Indenização por Dano Material,FALSE,ok,ok,no,no,false
1004526-62.2018.8.26.0066,2018,Cumprimento de sentença,Valor da Execução / Cálculo / Atualização,FALSE,ok,ok,no,no,false
0015458-86.2019.8.05.0063,2019,Cumprimento de sentença,Indenização por Dano Moral,FALSE,ok,ok,no,no,false
0002249-96.2021.8.26.0127,2021,Cumprimento de sentença,Obrigação de Fazer / Não Fazer,FALSE,ok,ok,no,no,false
1006391-07.2021.8.26.0005,2021,Cumprimento de sentença,Penhora / Depósito / Avaliação,FALSE,ok,ok,no,no,false
0000763-86.2017.8.26.0363,2017,Cumprimento de sentença,Liquidação / Cumprimento / Execução,FALSE,ok,ok,no,no,false
0003184-41.2016.8.14.0097,2016,Cumprimento de sentença,Liminar,FALSE,ok,ok,no,no,false
0800264-79.2016.8.12.0109,2016,Cumprimento de sentença,Acidente de Trânsito,FALSE,ok,ok,no,no,false
1002510-94.2018.8.26.0597,2018,Cumprimento de sentença,Causas Supervenientes à Sentença,FALSE,ok,ok,no,no,false
0000893-18.2020.8.26.0025,2020,Cumprimento de sentença,Cheque,FALSE,ok,ok,no,no,false
0007187-64.2018.8.26.0152,2018,Cumprimento de sentença,Pagamento,FALSE,ok,ok,no,no,false
0510195-96.2005.8.13.0317,2005,Cumprimento de sentença,-,FALSE,ok,ok,no,no,false
1000937-25.2017.8.26.0704,2017,Cumprimento de sentença,Liquidação / Cumprimento / Execução,FALSE,ok,ok,no,no,false
0035348-37.2021.8.12.0001,2021,Cumprimento de sentença,Sucumbenciais,FALSE,ok,ok,no,no,false
0006971-20.2022.8.26.0005,2022,Cumprimento de sentença,Indenização por Dano Material,FALSE,ok,ok,no,no,false
0030240-20.2016.8.13.0148,2016,Cumprimento de sentença,,FALSE,ok,ok,no,vazio,false
0002144-49.2022.8.26.0236,2022,Cumprimento de sentença,Rescisão do contrato e devolução do dinheiro,FALSE,ok,ok,no,no,false
0005279-65.2016.8.26.0176,2016,Cumprimento de sentença,Indenização por Dano Moral,FALSE,ok,ok,no,no,false
5000646-08.2022.8.24.0034,2022,Cumprimento de sentença,"Direitos e títulos de crédito, Penhor, Coisas, DIREITO CIVIL",FALSE,ok,ok,no,no,false
0001156-02.2022.8.26.0568,2022,Cumprimento de sentença,Indenização por Dano Material,FALSE,ok,ok,no,no,false
0311174.91.2009.8.13.0708,9.8.,Cumprimento de sentença,"PROCESSUAL CIVIL, Liquidação / Cumprimento / Execução, Obrigação de Entregar, Busca e Apreensão",FALSE,ok,ok,no,no,false
0040567-84.2011.8.11.0041,2011,Cumprimento de sentença,Tipo de Ação:,FALSE,ok,ok,no,no,false
0004647-21.2011.8.26.0368,2011,Cumprimento de sentença,Bancários - Pagamento Indevido,FALSE,ok,ok,no,no,false
0000845-91.2011.8.26.0666,2011,Cumprimento de sentença,Indenização por Dano Moral,FALSE,ok,ok,no,no,false
0000884-51.2008.8.11.0039,2008,Cumprimento de sentença,"Ação Ordinária de Concessão de Benefício - Pensão por Morte e Indenizatória das Verbas Atrasadas, em que: Mariana Rosa Bezerra, move em desfavor do Instituto Nacional do Seguro Social - INSS, tendo como valor de causa R$ 4.980,00 - Convertido para Cumprimento de Sentença.",FALSE,ok,ok,no,no,false
0004631-90.2002.8.16.0035,2002,Cumprimento de sentença,Mútuo,FALSE,ok,ok,no,no,false
0001041-52.2021.8.26.0394,2021,Cumprimento de sentença,Cheque,FALSE,ok,ok,no,no,false
0022178-26.2014.8.16.0035,2014,Cumprimento de sentença,Acidente de Trânsito,FALSE,ok,ok,no,no,false
0012804-87.2011.8.26.0010,2011,Cumprimento de sentença,Alienação Fiduciária,FALSE,ok,ok,no,no,false
0000018-36.2019.8.26.0008,2019,Cumprimento de sentença,Acidente de Trânsito,FALSE,ok,ok,no,no,false
0034765-43.2019.8.26.0224,2019,Cumprimento de sentença,Transporte de Coisas,FALSE,ok,ok,no,no,false
0027521-31.2017.8.13.0051,2017,Cumprimento de sentença,Obrigações - Espécies de Títulos de Crédito - Nota Promissória - Civil,FALSE,ok,ok,no,no,false
0020733-20.2019.8.26.0002,2019,Cumprimento de sentença,Acidente de Trânsito,FALSE,ok,ok,no,no,false
0004942-25.2021.8.26.0007,2021,Cumprimento de sentença,Esbulho / Turbação / Ameaça,FALSE,ok,ok,no,no,false
0004942-25.2021.8.26.0007,2021,Cumprimento de sentença,Esbulho / Turbação / Ameaça,FALSE,ok,ok,no,no,false
0001220-50.2013.8.08.0011,2013,Cumprimento de sentença,,FALSE,ok,ok,no,vazio,false
0007018-27.2012.8.22.0014,2012,Cumprimento de sentença,Cheque,FALSE,ok,ok,no,no,false
0000552-75.2021.8.26.0471,2021,Cumprimento de sentença,Cobrança de Aluguéis - Sem despejo,FALSE,ok,ok,no,no,false
0001706-20.2019.8.26.0562,2019,Cumprimento de sentença,Contratos Bancários,FALSE,ok,ok,no,no,false
0021407-26.2014.8.17.0001,2014,Cumprimento de sentença,Bancários,FALSE,ok,ok,no,no,false
0014582.41.2016.8.13.0346,6.8.,Cumprimento de sentença,"CIVIL, Obrigações, Inadimplemento",FALSE,ok,ok,no,no,false
1006174-74.2016.8.26.0510,2016,Cumprimento de sentença,Liquidação / Cumprimento / Execução,FALSE,ok,ok,no,no,false
9001917-48.2015.8.21.0022,2015,Cumprimento de sentença,Compra e Venda :: Competência do Juizado Especial Cível,FALSE,ok,ok,no,no,false
0001034-06.2018.8.26.0252,2018,Cumprimento de sentença,Cobrança de Aluguéis - Sem despejo,FALSE,ok,ok,no,no,false
0022869-18.2019.8.16.0018,2019,Cumprimento de sentença,Indenização por Dano Moral,FALSE,ok,ok,no,no,false
0011266-38.2016.8.13.0534,2016,Cumprimento de sentença,"CONSUMIDOR, Responsabilidade do Fornecedor, Indenização por Dano Moral, Inclusão Indevida em Cadastro de Inadimplentes",FALSE,ok,ok,no,no,false
1001332-35.2020.8.26.0470,2020,Cumprimento de sentença,Valor da Execução / Cálculo / Atualização,FALSE,ok,ok,no,no,false
0007455-69.2021.8.26.0005,2021,Cumprimento de sentença,Indenização por Dano Moral,FALSE,ok,ok,no,no,false
0003538-36.2018.8.26.0526,2018,Cumprimento de sentença,Acidente de Trânsito,FALSE,ok,ok,no,no,false
0002643-58.2017.8.26.0252,2017,Cumprimento de sentença,Locação de Imóvel,FALSE,ok,ok,no,no,false
0011426-82.2021.8.26.0451,2021,Cumprimento de sentença,Duplicata,FALSE,ok,ok,no,no,false
0001698-38.2022.8.26.0368,2022,Cumprimento de sentença,Locação de Imóvel,FALSE,ok,ok,no,no,false
0029851-09.2013.8.13.0708,2013,Cumprimento de sentença,"CIVIL, Coisas, Propriedade, Reivindicação",FALSE,ok,ok,no,no,false
0001089-05.2019.8.26.0160,2019,Cumprimento de sentença,Perdas e Danos,FALSE,ok,ok,no,no,false
0011152-39.2012.8.11.0003,2012,Cumprimento de sentença,Ação de Execução Por Título Extrajudicial ***Convertido em Cumprimento de Sentença em 15/08/2014***,FALSE,ok,ok,no,no,false
0023966-47.2004.8.11.0041,2004,Cumprimento de sentença,CX=972,FALSE,ok,ok,no,no,false
0000113-67.2021.8.26.0470,2021,Cumprimento de sentença,Aposentadoria por Invalidez,FALSE,ok,ok,no,no,false
0000630-82.2016.8.27.2713,2016,Cumprimento de sentença,"Cheque, Espécies de Títulos de Crédito, Obrigações, DIREITO CIVIL",FALSE,ok,ok,no,no,false
0013514-30.2012.8.25.0001,2012,Cumprimento de sentença,DIREITO PROCESSUAL CIVIL E DO TRABALHO - Liquidação / Cumprimento / Execução - Penhora / Depósito/ Avaliação -,FALSE,ok,ok,no,no,false
1007080-98.2014.8.26.0004,2014,Cumprimento de sentença,"Indenização por Dano Moral, Pagamento",FALSE,ok,ok,no,no,false
0000176-87.2021.8.26.0019,2021,Cumprimento de sentença,Indenização por Dano Material,FALSE,ok,ok,no,no,false
0210564-02.2010.8.26.0100,2010,Cumprimento de sentença,Liquidação / Cumprimento / Execução,FALSE,ok,ok,no,no,false
0001139-53.2002.8.26.0022,2002,Cumprimento de sentença,,FALSE,ok,ok,no,vazio,false
0000384-71.2021.8.26.0019,2021,Cumprimento de sentença,Indenização por Dano Material,FALSE,ok,ok,no,no,false
0000574-62.2014.8.08.0057,2014,Cumprimento de sentença,,FALSE,ok,ok,no,vazio,false
0500146-32.2004.8.20.0124,2004,Cumprimento de sentença,Liquidação / Cumprimento / Execução,FALSE,ok,ok,no,no,false
0006399-70.2013.8.21.0053,2013,Cumprimento de sentença,"Benefício Assistencial (Art. 203,V CF/88)",FALSE,ok,ok,no,no,false
5006112-42.2022.8.21.0009,2022,Cumprimento de sentença,"Compra e venda, Espécies de contratos, Obrigações, DIREITO CIVIL",FALSE,ok,ok,no,no,false
0015411-26.2018.8.08.0173,2018,Cumprimento de sentença,"Acidente de Trânsito, Indenização por Dano Material, Responsabilidade Civil, DIREITO CIVIL",FALSE,ok,ok,no,no,false
0003813-88.2021.8.26.0005,2021,Cumprimento de sentença,DIREITO CIVIL,FALSE,ok,ok,no,no,false
1000154-08.2020.8.26.0549,2020,Cumprimento de sentença,Cheque,FALSE,ok,ok,no,no,false
0009397-35.2022.8.26.0577,2022,Cumprimento de sentença,DIREITO PROCESSUAL CIVIL E DO TRABALHO-Liquidação / Cumprimento / Execução-Obrigação de Fazer / Não Fazer,FALSE,ok,ok,no,no,false
0050771-98.2014.8.13.0148,2014,Cumprimento de sentença,DIREITO CIVIL / Responsabilidade Civil / Indenização por Dano Mora,FALSE,ok,ok,no,no,false
0050771-98.2014.8.13.0148,2014,Cumprimento de sentença,DIREITO CIVIL / Responsabilidade Civil / Indenização por Dano Mora,FALSE,ok,ok,no,no,false
0003593-84.2018.8.21.0086,2018,processo de conhecimento,cobrança   -   fase de cumprimento de sentença,FALSE,ok,ok,no,no,false
0003257-06.2015.8.21.0080,2015,processo de conhecimento,indenizatória,FALSE,ok,ok,no,no,false
0004303-27.2018.8.21.0047,2018,processo de conhecimento,cobrança,FALSE,ok,ok,no,no,false
0002917-54.2011.8.21.0031,2011,processo de conhecimento,indenizatória   -   fase de cumprimento de sentença,FALSE,ok,ok,no,no,false
0011647-93.2015.8.21.0005,2015,processo de conhecimento,revisão de contrato,FALSE,ok,ok,no,no,false
0005461-58.2010.8.21.0028,2010,processo de conhecimento,indenizatória,FALSE,ok,ok,no,no,false
0033041-45.2010.8.21.0034,2010,processo de conhecimento,cobrança,FALSE,ok,ok,no,no,false
0027287-53.2017.8.21.0010,2017,processo de conhecimento,indenizatória,FALSE,ok,ok,no,no,false
0080071-31.2009.8.21.0028,2009,processo de conhecimento,declaratória,FALSE,ok,ok,no,no,false
0001832-29.2017.8.21.0029,2017,processo de conhecimento,ordinária - outros   -,FALSE,ok,ok,no,no,false
0056251-59.2012.8.21.0001,2012,processo de conhecimento,acidente de trabalho,FALSE,ok,ok,no,no,false
0014718-72.2012.8.21.0017,2012,processo de conhecimento,cominatória,FALSE,ok,ok,no,no,false
0012257-30.2012.8.21.0017,2012,processo de conhecimento,revisão de contrato,FALSE,ok,ok,no,no,false
0006483-04.2012.8.21.0022,2012,processo de conhecimento,indenizatória,FALSE,ok,ok,no,no,false
0002596-68.2011.8.21.0047,2011,processo de conhecimento,revisão de contrato,FALSE,ok,ok,no,no,false
0003928-44.2013.8.21.0033,2013,processo de conhecimento,anulatória,FALSE,ok,ok,no,no,false
3009151-96.2008.8.21.0001,2008,processo de conhecimento,ordinária - outros,FALSE,ok,ok,no,no,false
0003579-48.2012.8.21.0042,2012,processo de conhecimento,ação de obrigação de fazer,FALSE,ok,ok,no,no,false
0009271-55.2009.8.21.0067,2009,processo de conhecimento,revisão de contrato,FALSE,ok,ok,no,no,false
0007247-51.2016.8.21.0021,2016,processo de conhecimento,ordinária - outros,FALSE,ok,ok,no,no,false
1206261-06.2009.8.21.0001,2009,processo de conhecimento,ordinária - outros,FALSE,ok,ok,no,no,false
0041941-17.2010.8.21.0034,2010,processo de conhecimento,indenizatória,FALSE,ok,ok,no,no,false
0005010-39.2011.8.21.0047,2011,processo de conhecimento,indenizatória,FALSE,ok,ok,no,no,false
0000363-89.2016.8.21.0058,2016,processo de conhecimento,declaratória,FALSE,ok,ok,no,no,false
0009082-81.2014.8.21.0009,2014,processo de conhecimento,ordinária - outros,FALSE,ok,ok,no,no,false
0115321-04.2008.8.21.0015,2008,processo de conhecimento,indenizatória,FALSE,ok,ok,no,no,false
0026721-19.2013.8.21.0019,2013,processo de conhecimento,cobrança,FALSE,ok,ok,no,no,false
0004282-18.2014.8.21.0071,2014,processo de conhecimento,indenizatória,FALSE,ok,ok,no,no,false
0005448-19.2015.8.21.0017,2015,processo de conhecimento,ação de obrigação de fazer,FALSE,ok,ok,no,no,false
0147301-13.2010.8.21.0010,2010,processo de conhecimento,revisão de contrato,FALSE,ok,ok,no,no,false
0022111-95.2007.8.21.0058,2007,processo de conhecimento,ordinária - outros   -   fase de cumprimento de sentença,FALSE,ok,ok,no,no,false
0009381-56.2009.8.21.0034,2009,processo de conhecimento,ordinária - outros,FALSE,ok,ok,no,no,false
0000585-74.2017.8.21.0138,2017,processo de conhecimento,indenizatória,FALSE,ok,ok,no,no,false
0398165-64.2011.8.21.0001,2011,processo de conhecimento,cobrança,FALSE,ok,ok,no,no,false
0001080-71.2015.8.21.0047,2015,processo de conhecimento,cobrança,FALSE,ok,ok,no,no,false
0003068-13.2016.8.21.0009,2016,processo de conhecimento,ordinária - outros,FALSE,ok,ok,no,no,false
1728711-80.2009.8.21.0001,2009,processo de conhecimento,ordinária - outros,FALSE,ok,ok,no,no,false
0063261-79.2008.8.21.0039,2008,processo de conhecimento,revisão de contrato,FALSE,ok,ok,no,no,false
0017781-77.2009.8.21.0028,2009,processo de conhecimento,rescisão de contrato,FALSE,ok,ok,no,no,false
0003484-60.2018.8.21.0057,2018,processo de conhecimento,indenizatória,FALSE,ok,ok,no,no,false
0006760-13.2018.8.21.0021,2018,processo de conhecimento,cobrança,FALSE,ok,ok,no,no,false
0008664-59.2014.8.21.0037,2014,processo de conhecimento,revisão de contrato,FALSE,ok,ok,no,no,false
0018594-90.2011.8.21.0010,2011,processo de conhecimento,revisão de contrato,FALSE,ok,ok,no,no,false
0004721-43.2005.8.21.0039,2005,processo de conhecimento,rescisão de contrato,FALSE,ok,ok,no,no,false
0033664-85.2013.8.21.0008,2013,processo de conhecimento,ação relativa à união estável,FALSE,ok,ok,no,no,false
0272541-39.2010.8.21.0001,2010,processo de conhecimento,ordinária - outros,FALSE,ok,ok,no,no,false
0248511-15.2007.8.21.0010,2007,processo de conhecimento,revisão de contrato,FALSE,ok,ok,no,no,false
0016340-71.2016.8.21.0010,2016,processo de conhecimento,declaratória,FALSE,ok,ok,no,no,false
0283681-77.2009.8.21.0010,2009,processo de conhecimento,revisão de contrato,FALSE,ok,ok,no,no,false
0004091-14.2018.8.21.0109,2018,processo de conhecimento,previdenciária,FALSE,ok,ok,no,no,false
0015760-07.2017.8.21.0010,2017,processo de conhecimento,cobrança,FALSE,ok,ok,no,no,false
0013430-53.2017.8.21.0037,2017,processo de conhecimento,cobrança,FALSE,ok,ok,no,no,false
0000539-88.2013.8.21.0053,2013,processo de conhecimento,previdenciária,FALSE,ok,ok,no,no,false
0004084-90.2016.8.21.0109,2016,processo de conhecimento,declaratória,FALSE,ok,ok,no,no,false
0080081-75.2009.8.21.0028,2009,processo de conhecimento,ordinária - outros,FALSE,ok,ok,no,no,false
0003570-16.2012.8.21.0033,2012,processo de conhecimento,ordinária - outros,FALSE,ok,ok,no,no,false
0060151-71.2009.8.21.0028,2009,processo de conhecimento,revisão de contrato,FALSE,ok,ok,no,no,false
0038515-28.2013.8.21.0022,2013,processo de conhecimento,indenizatória,FALSE,ok,ok,no,no,false
5000234-35.2019.8.21.0109,2019,PROCEDIMENTO COMUM CÍVEL,"Aposentadoria por Tempo de Contribuição (Art. 55/6), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",FALSE,ok,no,no,no,false
8002194-47.2022.8.05.0001,2022,PROCEDIMENTO COMUM CÍVEL,DIREITO CIVIL (899) - Obrigações (7681) - Espécies de Contratos (9580) - Alienação Fiduciária (9582,FALSE,ok,no,no,no,false
1002983-39.2018.4.01.3304,2018,PROCEDIMENTO COMUM CÍVEL,DIREITO CIVIL (899) - Obrigaões (7681) - Espécies de Contratos (9580) - Sistema Financeiro da Habitação (4839) - Seguro (4847,FALSE,ok,no,no,no,false
1004612-65.2021.4.01.3814,2021,PROCEDIMENTO COMUM CÍVEL,DIREITO PREVIDENCIRIO (195) - Benefícios em Espécie (6094) - Aposentadoria por Tempo de Contribuição (Art. 55/6) (6118 DIREITO PREVIDENCIÁRIO (195) - Tempo de serviço (6181) - Averbação/Cômputo/Conversão de tempo de serviço especial (6182,FALSE,ok,no,no,no,false
5002080-93.2020.8.21.1001,2020,PROCEDIMENTO COMUM CÍVEL,"Acidente de trânsito, Indenização por dano material, Responsabilidade civil, DIREITO CIVIL",FALSE,ok,no,no,no,false
0000189-31.2021.8.17.2220,2021,PROCEDIMENTO COMUM CÍVEL,Indenização por Dano Moral,FALSE,ok,no,no,no,false
0229114-23.2021.8.06.0001,2021,PROCEDIMENTO COMUM CÍVEL,Indenização por Dano Moral - Despesas Condominiais,FALSE,ok,no,no,no,false
8000143-76.2019.8.05.0063,2019,PROCEDIMENTO COMUM CÍVEL,Indenização por Dano Moral,FALSE,ok,no,no,no,false
1009154-47.2022.8.26.0004,2022,PROCEDIMENTO COMUM CÍVEL,Indenização por Dano Material,FALSE,ok,no,no,no,false
0808166-49.2016.8.15.2001,2016,PROCEDIMENTO COMUM CÍVEL,DIREITO DO CONSUMIDOR (1156) - Contratos de Consumo (7771) - Financiamento de Produto (7773,FALSE,ok,no,no,no,false
