cnj_number,doc_id_type,doc_id_number,canonical_name,canonical_type,cover_name,court,forum,court_section,nature,subject,laws_via_cnj_subject,pole,is_criminal,is_carta_precatoria
5012784-33.2018.8.13.0105,CPF,CPF,NOME,NOME,NOME,TJMG,Vara Cível,6,PROCEDIMENTO COMUM (7),DIREITO CIVIL - Responsabilidade Civil - Indenização por Dano Material - DIREITO CIVIL - Responsabilidade Civil - Indenização por Dano Moral,,polo_ativo,FALSE,FALSE
0052637-33.2003.8.26.0224,CPF,CPF,NOME,NOME,NOME,TJSP,,,Mandado de Segurança Cível,,,polo_ativo,FALSE,FALSE
1889618-06.2014.8.13.0024,CPF,CPF,NOME,NOME,NOME,TJMG,,VARA CÍVEL,Exibição,,,polo_ativo,FALSE,FALSE
0027886-29.2009.8.26.0302,CPF,CPF,NOME,NOME,NOME,TJSP,Foro de Jaú,2,Impugnação ao Cumprimento de Sentença,,,polo_passivo,FALSE,FALSE
0026322-74.2020.8.09.0149,CPF,CPF,NOME,NOME,NOME,TJGO,Vara Criminal,2,355 - Carta Precatória Criminal,,,polo_passivo,TRUE,TRUE
0002780-88.2011.8.11.0051,CPF,CPF,NOME,NOME,NOME,TJMT,,Segunda Vara Cível,Procedimento Ordinário,Ação de Rescisão de Contrato c/c Reparação de Danos Materiais e Danos Morais,,polo_passivo,FALSE,FALSE
0005160-67.2013.8.04.0000,CPF,CPF,NOME,NOME,NOME,TJAM,,,RECURSO ESPECIAL,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Servidor Público Civil, Reajustes de Remuneração Proventos ou Pensão, Servidor Público Civil, Sistema Remuneratório e Benefícios, Piso Salarial","- Artigo 6 da Lei nº 11.738 de 16 de Julho de 2008
- Artigo 5 da Lei nº 11.738 de 16 de Julho de 2008
- Artigo 4 da Lei nº 11.738 de 16 de Julho de 2008
- Artigo 3 da Lei nº 11.738 de 16 de Julho de 2008
- Artigo 2 da Lei nº 11.738 de 16 de Julho de 2008
- Artigo 1 da Lei nº 11.738 de 16 de Julho de 2008
- Artigo 41 da Lei nº 11.494 de 20 de Junho de 2007
- Inciso X do Artigo 37 da Constituição Federal de 1988
- Artigo 37 da Constituição Federal de 1988",polo_passivo,FALSE,FALSE
0005721-14.2017.8.26.0526,CPF,CPF,NOME,NOME,NOME,TJSP,Foro de Salto,1ª Vara,Incidente de Desconsideração de Personalidade Jurídica,Seguro,,polo_passivo,FALSE,FALSE
0061335-20.2017.8.21.7000,CPF,CPF,NOME,NOME,NOME,TJRS,,Tribunal,agravo em rec. esp\extr,alienacao fiduciaria,,polo_passivo,FALSE,FALSE
0013874-36.2022.8.19.0209,CPF,CPF,NOME,NOME,NOME,TJRJ,Regional da Barra da Tijuca,3,Divórcio Litigioso,Casamento / Dissolução,,polo_passivo,FALSE,FALSE
0004312-70.2003.8.26.0048,CPF,CPF,NOME,NOME,NOME,TJSP,,3ª Vara Cível - Foro de Atibaia,Carta Precatória CívelCarta Precatória Cível,,,polo_ativo,FALSE,TRUE
0100343-78.2016.5.01.0005,CPF,CPF,NOME,NOME,NOME,TRT1,4ª Turma,Análise de Recurso para o TST,ROT,Indenização por Dano Moral,,polo_ativo,FALSE,FALSE
0100343-78.2016.5.01.0005,CPF,CPF,NOME,NOME,NOME,TRT1,4ª Turma,Análise de Recurso para o TST,ROT,Indenização por Dano Moral,,polo_ativo,FALSE,FALSE
0029125-62.2018.8.16.0001,CPF,CPF,NOME,NOME,NOME,TJPR,,,- Procedimento Comum,10441 - Acidente de Trânsito,- Artigo 927 da Lei nº 10.406 de 10 de Janeiro de 2002,polo_passivo,FALSE,FALSE
5001042-51.2014.8.24.0038,CPF,CPF,NOME,NOME,NOME,TJSC,,Juízo da 5ª Vara Cível da Comarca de Joinville,CUMPRIMENTO DE SENTENÇA,"Honorários Advocatícios, Sucumbência, Partes e Procuradores, DIREITO PROCESSUAL CIVIL E DO TRABALHO","- Artigo 92 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 90 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 87 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 86 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 19 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 18 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 17 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 16 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 15 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 14 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 13 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 12 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 11 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 10 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 9 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 8 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 6 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 2 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 1 Artigo 85 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 85 da Lei nº 13.105 de 16 de Março de 2015",polo_passivo,FALSE,FALSE
0012589-73.2015.8.19.0008,CPF,CPF,NOME,NOME,NOME,TJRJ,,1º Juizado Especial Cível,Carta Precatória - CPC,"Constrição, Penhora, Avaliação e Indisponibilidade de Bens",,polo_ativo,FALSE,TRUE
1002306-71.2020.8.26.0050,CPF,CPF,NOME,NOME,NOME,TJSP,Foro Central Criminal Barra Funda,4ª Vara das Execuções Criminais,Execução de Pena de Multa,Pena de Multa,- Artigo 49 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940,polo_passivo,FALSE,FALSE
0007467-20.2012.8.26.0322,CPF,CPF,NOME,NOME,NOME,TJSP,,2ª Vara Criminal - Foro de Lins,Ação Penal - Procedimento Sumário,Lesão Corporal,,polo_ativo,TRUE,FALSE
0075599-85.2015.8.13.0452,CPF,CPF,NOME,NOME,NOME,TJMG,,VARA CÍVEL,Reintegração / Manutenção de Posse,CIVIL > Coisas > Posse > Esbulho / Turbação / Ameaça,"- Artigo 1224 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1223 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1222 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1221 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1220 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1219 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1218 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1217 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1216 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1215 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1214 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1213 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1212 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1211 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1210 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_ativo,FALSE,FALSE
0004037-37.2013.4.03.6130,CPF,CPF,NOME,NOME,NOME,TRF3,,99a Vara / SP - Osasco,60 . CARTA PRECATORIA,CARTAS PRECATORIA/ROGATORIA/ORDEM - MERA CIENCIA  CITACAO E INTIMACAO,,polo_passivo,FALSE,TRUE
0000228-46.2001.8.25.0073,CPF,CPF,NOME,NOME,NOME,TJSE,,,Ação Penal,,,polo_passivo,TRUE,FALSE
5002355-68.2022.8.13.0686,CPF,CPF,NOME,NOME,NOME,TJMG,,Unidade Jurisdicional - 2º JD,[CRIMINAL] TERMO CIRCUNSTANCIADO,DIREITO PENAL / Crimes Previstos na Legislação Extravagante / Crimes contra o Meio Ambiente e o Patrimônio Genético / Crimes contra a Flor,"- Artigo 69A da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 69 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 68 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 67 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 66 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 65 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 64 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 63 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 62 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 61 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 60 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 59 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 58 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 57 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 56 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 55 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 54 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 53 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 52 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 51 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 50 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 49 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 48 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 47 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 46 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 45 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 44 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 43 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 42 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 41 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 40 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 39 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 38 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 37 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 36 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 35 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 34 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 33 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 32 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 31 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 30 da Lei nº 9.605 de 12 de Fevereiro de 1998
- Artigo 29 da Lei nº 9.605 de 12 de Fevereiro de 1998",polo_passivo,TRUE,FALSE
0009484-98.2012.8.26.0590,CPF,CPF,NOME,NOME,NOME,TJSP,Foro de São Vicente,1ª Vara Criminal,Procedimento Especial da Lei Antitóxicos,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,,polo_passivo,TRUE,FALSE
0201115-10.2022.8.06.0115,CPF,CPF,NOME,NOME,NOME,TJCE,Limoeiro do Norte,2ª Vara Cível da Comarca de Limoeiro do Norte,CUMPRIMENTO DE SENTENÇA DE OBRIGAÇÃO DE PRESTAR ALIMENTOS,Alimentos,,polo_passivo,FALSE,FALSE
0001201-91.2016.8.17.2370,CPF,CPF,NOME,NOME,NOME,TJPE,,4ª Vara Cível da Comarca do Cabo de Santo Agostinho,BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA,Alienação Fiduciária,- Artigo 22 da Lei nº 9.514 de 20 de Novembro de 1997,polo_passivo,FALSE,FALSE
5004489-03.2021.8.13.0040,CPF,CPF,NOME,NOME,NOME,TJMG,,,[CRIMINAL] TERMO CIRCUNSTANCIADO,DIREITO PENAL / Crimes Praticados por Particular Contra a Administração em Geral / Desobediênci,,polo_passivo,TRUE,FALSE
0221453-37.2009.8.26.0007,CPF,CPF,NOME,NOME,NOME,TJSP,"Foro Regional VII - Itaquera da Comarca de São Paulo, SP",2ª Vara Cível,Despejo por Falta de Pagamento,Locação de Imóvel,,polo_passivo,FALSE,FALSE
5002888-89.2022.8.13.0342,CPF,CPF,NOME,NOME,NOME,TJMG,Vara Cível,3,[CÍVEL] CARTA PRECATÓRIA CÍVEL,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Objetos de cartas precatórias/de ordem / Citaçã,,polo_passivo,FALSE,TRUE
0004602-80.2016.4.03.6102,CPF,CPF,NOME,NOME,NOME,TRF3,,4a Vara / SP - Ribeirão Preto,60 . CARTA PRECATORIA,CARTAS PRECATORIA/ROGATORIA/ORDEM - CRIMINAL,,polo_passivo,TRUE,TRUE
0001448-40.2009.4.01.3100,CPF,CPF,NOME,NOME,NOME,TRF1,,2ª VARA MACAPÁ,- Procedimento Comum Cível,10303 - Adicional de Horas Extras,"- Artigo 74 da Lei nº 8.112 de 11 de Dezembro de 1990
- Artigo 73 da Lei nº 8.112 de 11 de Dezembro de 1990
- Inciso V do Artigo 61 da Lei nº 8.112 de 11 de Dezembro de 1990
- Artigo 61 da Lei nº 8.112 de 11 de Dezembro de 1990",polo_ativo,FALSE,FALSE
0008253-26.2002.4.01.3400,CPF,CPF,NOME,NOME,NOME,TRF1,,9ª VARA BRASÍLIA,172 - Embargos à Execução,10317 - Índice de 2886 Lei 86221993 e 86271993,,polo_passivo,FALSE,FALSE
0101100-05.2014.8.19.0001,CPF,CPF,NOME,NOME,NOME,TJRJ,,19ª Vara Cível,Procedimento Sumário (CADASTRO OU CONVOLAÇÃO ATÉ 17.03.2016),"Acidente de Trânsito, Indenização Por Dano Material C, C Acidente de Trânsito, Indenização Por Dano Moral",,polo_ativo,FALSE,FALSE
0006072-23.2006.8.26.0477,CPF,CPF,NOME,NOME,NOME,TJSP,Foro de Praia Grande,3ª Vara Cível,Ação Civil Pública,Coisas,"- Artigo 1196 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1510 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_passivo,FALSE,FALSE
1000300-82.2020.5.02.0447,CPF,CPF,NOME,NOME,NOME,TRT2,,7ª Vara do Trabalho de Santos,HTE,Acordo - Comissão de Conciliação Prévia,,polo_passivo,FALSE,FALSE
1000087-65.2017.5.02.0711,CPF,CPF,NOME,NOME,NOME,TRT2,,11ª Vara do Trabalho de São Paulo - Zona Sul,ExProvAS,Adicional de Periculosidade,"- Artigo 69 da Lei nº 8.112 de 11 de Dezembro de 1990
- Artigo 68 da Lei nº 8.112 de 11 de Dezembro de 1990
- Inciso IV do Artigo 61 da Lei nº 8.112 de 11 de Dezembro de 1990
- Artigo 61 da Lei nº 8.112 de 11 de Dezembro de 1990",polo_ativo,FALSE,FALSE
0003148-44.2017.8.12.0800,CPF,CPF,NOME,NOME,NOME,TJMS,,,Auto de Prisão em Flagrante,Tráfico de Drogas e Condutas Afins,,polo_passivo,TRUE,FALSE
5106581-18.2019.4.02.5101,CPF,CPF,NOME,NOME,NOME,TRF2,,,MONITÓRIA,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",,polo_passivo,FALSE,FALSE
1072498-62.2021.4.01.3400,CPF,CPF,NOME,NOME,NOME,TRF1,Vara Federal Cível,1,MANDADO DE SEGURANÇA (CÍVEL),DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,,polo_ativo,FALSE,FALSE
1043284-69.2020.4.01.3300,CPF,CPF,NOME,NOME,NOME,TRF1,,Vara Federal Cível,MONITÓRIA,DIREITO CIVIL (899) - Obrigaões (7681) - Espécies de Contratos (9580) - Contratos Bancários (9607,,polo_passivo,FALSE,FALSE
0030228-13.2021.4.03.6301,CPF,CPF,NOME,NOME,NOME,TRF3,,VARA GABINETE,CNJ 436) - PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,010801 - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ENTIDADES ADMINISTRATIVAS/ADMINISTRAÇÃO PÚBLICA,,polo_ativo,FALSE,FALSE
0822276-41.2018.8.20.5106,CPF,CPF,NOME,NOME,NOME,TJRN,,3º Juizado Especial Cível e Criminal da Comarca de Mossoró,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL (12154),Despesas Condominiais (10467),"- Artigo 12 da Lei nº 4.591 de 16 de Dezembro de 1964
- Artigo 1334 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_passivo,FALSE,FALSE
0004514-43.2021.8.16.0000,CPF,CPF,NOME,NOME,NOME,TJPR,,,- Agravo de Instrumento,Indenização por Dano Material,,polo_passivo,FALSE,FALSE
9001483-61.2019.8.21.0073,CPF,CPF,NOME,NOME,NOME,TJRS,,Juizado Especial da Fazenda Pública,procedimento do juizado especial cível,multas e demais sanções,,polo_ativo,FALSE,FALSE
5000150-74.2020.4.04.7200,CPF,CPF,NOME,NOME,NOME,TRF4,,,CARTA PRECATÓRIA,"Improbidade Administrativa, Atos Administrativos, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",,polo_passivo,FALSE,TRUE
0025541-65.2010.8.21.0053,CPF,CPF,NOME,NOME,NOME,TJRS,,2a Vara Judicial,processos de execução,execução de sentença,,polo_ativo,FALSE,FALSE
0036500-28.2021.8.19.0001,CPF,CPF,NOME,NOME,NOME,TJRJ,,Vara Empresarial,Habilitação de Crédito,Recuperação Judicial,,polo_ativo,FALSE,FALSE
0035581-22.2019.8.21.9000,CPF,CPF,NOME,NOME,NOME,TJRS,,,recurso civel,reparacao de danos,,polo_passivo,FALSE,FALSE
0800413-96.2016.8.10.0023,CPF,CPF,NOME,NOME,NOME,TJMA,"JE Cível e Criminal de Açailândia, MA",Juizado Especial Cível e Criminal de Açailândia,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL (436),Anticrese (10495),"- Artigo 1510 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1509 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1508 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1507 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1506 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_passivo,FALSE,FALSE
5001445-20.2022.8.13.0693,CPF,CPF,NOME,NOME,NOME,TJMG,,"Vara Criminal, da Infância e da Juventude e de Cartas Precatórias Criminais",[CRIMINAL] CARTA PRECATÓRIA CRIMINAL,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Objetos de cartas precatórias/de ordem / Atos executório,,polo_passivo,TRUE,TRUE
0033954-76.2020.8.16.0014,CPF,CPF,NOME,NOME,NOME,TJPR,,Juizado Especial Cível,- Execução de Título Extrajudicial,4972 - Duplicata,,polo_passivo,FALSE,FALSE
0109204-38.2021.8.13.0702,CPF,CPF,NOME,NOME,NOME,TJMG,VARA CRIMINAL,5,Auto de Prisão em Flagrante,Prisão em flagrante - Processual Penal,"- Artigo 301 do Decreto Lei nº 3.689 de 03 de Outubro de 1941
- Artigo 243 do Decreto Lei nº 1.002 de 21 de Outubro de 1969",polo_passivo,TRUE,FALSE
1053104-77.2016.8.26.0114,CPF,CPF,NOME,NOME,NOME,TJSP,,2ª Vara da Fazenda Pública,Mandado de Segurança Cível,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Garantias Constitucionais, Intervenção em Estado / Município",- Artigo 34 da Constituição Federal de 1988,polo_ativo,FALSE,FALSE
0059346-18.2016.8.19.0000,CPF,CPF,NOME,NOME,NOME,TJRJ,,Tribunal,Habeas Corpus,,,polo_passivo,TRUE,FALSE
0024066-06.2020.5.24.0081,CPF,CPF,NOME,NOME,NOME,TRT24,,Vara do Trabalho de São Gabriel do Oeste,Consignação em Pagamento,,,polo_passivo,FALSE,FALSE
0000245-60.2010.8.05.0126,CPF,CPF,NOME,NOME,NOME,TJBA,,1ª Vara Criminal - Itapetinga,Auto de Prisão em Flagrante,Prisão em flagrante,"- Artigo 301 do Decreto Lei nº 3.689 de 03 de Outubro de 1941
- Artigo 243 do Decreto Lei nº 1.002 de 21 de Outubro de 1969",polo_passivo,TRUE,FALSE
1028327-02.2018.8.11.0041,CPF,CPF,NOME,NOME,NOME,TJMT,,VARA CÍVEL,PETIÇÃO,DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÃO POR DANO MATERIAL / ACIDENTE DE TRÂNSIT,"- Artigo 954 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 953 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 952 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 951 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 950 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 949 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 948 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 947 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 946 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 945 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 944 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 927 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_ativo,FALSE,FALSE
0846905-64.2022.8.20.5001,CPF,CPF,NOME,NOME,NOME,TJRN,Vara Criminal,Vara Criminal,INQUÉRITO POLICIAL,DIREITO PENAL (287) - Crimes contra a Dignidade Sexual (3463) - Importunação Sexual (12397,- Artigo 2 da Lei nº 13.718 de 24 de Setembro de 2018,polo_passivo,TRUE,FALSE
1000116-54.2020.8.26.0368,CPF,CPF,NOME,NOME,NOME,TJSP,Foro de Monte Alto,3ª Vara,Despejo por Falta de Pagamento,Locação de Imóvel,,polo_passivo,FALSE,FALSE
5637833-55.2019.8.09.0088,CPF,CPF,NOME,NOME,NOME,TJGO,,,PROCESSO CÍVEL E DO TRABALHO -> Outros Procedimentos -> Cartas -> Carta Precatória Cível,DIREITO PROCESSUAL CIVIL E DO TRABALHO -> Atos Processuais -> Citação - Finalidade - INTIMACAO,"- Artigo 259 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 258 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 257 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 256 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 255 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 254 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 253 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 252 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 251 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 250 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 249 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 248 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 247 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 246 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 245 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 244 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 243 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 242 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 241 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 240 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 239 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 238 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 232 da Lei nº 13.105 de 16 de Março de 2015",polo_passivo,FALSE,TRUE
1003820-14.2017.8.26.0681,CPF,CPF,NOME,NOME,NOME,TJSP,Foro de Louveira,Foro,Usucapião,Usucapião Ordinária - Registro de Imóveis,,polo_ativo,FALSE,FALSE
0009742-57.2014.4.03.6105,CPF,CPF,NOME,NOME,NOME,TRF3,,99a,. CARTA PRECATORIA,CARTAS PRECATORIA/ROGATORIA/ORDEM - MERA CIENCIA INTIMACAO,,polo_passivo,FALSE,TRUE
5009244-91.2020.8.21.0037,CPF,CPF,NOME,NOME,NOME,TJRS,Vara Cível,1,Carta Precatória,"Atos executórios, Objetos de cartas precatórias/de ordem, DIREITO PROCESSUAL CIVIL E DO TRABALHO","- Parágrafo 4 Artigo 915 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 2 Artigo 915 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 915 da Lei nº 13.105 de 16 de Março de 2015",polo_ativo,FALSE,TRUE
1105678-17.2019.8.26.0100,CPF,CPF,NOME,NOME,NOME,TJSP,Foro Central Cível,2,Habilitação de Crédito,Classificação de créditos,"- Artigo 84 da Lei nº 11.101 de 09 de Fevereiro de 2005
- Artigo 83 da Lei nº 11.101 de 09 de Fevereiro de 2005",polo_ativo,FALSE,FALSE
0003623-15.2017.8.11.0028,CPF,CPF,NOME,NOME,NOME,TJMT,,Vara Única,Dissolução Parcial de Sociedade,"AÇÃO DE DISSOLUÇÃO PARCIAL DE SOCIEDADE, C/C PEDIDO DE TUTELA ANTECIPADA e APURAÇÃO DE HAVERES",,polo_ativo,FALSE,FALSE
0047839-68.2021.8.16.0000,CPF,CPF,NOME,NOME,NOME,TJPR,,,- Agravo de Instrumento,9517 - Causas Supervenientes à Sentença,"- Inciso VII do Parágrafo 1 do Artigo 525 da Lei nº 13.105 de 16 de Março de 2015
- Parágrafo 1 Artigo 525 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 525 da Lei nº 13.105 de 16 de Março de 2015",polo_passivo,FALSE,FALSE
0000669-63.2021.5.12.0000,CPF,CPF,NOME,NOME,NOME,TRT12,,Gab. Des. José Ernesto Manzi,MSCiv,Adjudicação,,polo_passivo,FALSE,FALSE
0000669-63.2021.5.12.0000,CPF,CPF,NOME,NOME,NOME,TRT12,,Gab. Des. José Ernesto Manzi,MSCiv,Adjudicação,,polo_passivo,FALSE,FALSE
5003595-78.2021.8.13.0411,CPF,CPF,NOME,NOME,NOME,TJMG,,"Vara Cível, Criminal e de Execuções Penais",[CRIMINAL] CARTA PRECATÓRIA CRIMINAL,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Objetos de cartas precatórias/de ordem / Audiência no Deprecant,,polo_passivo,TRUE,TRUE
0001309-11.2012.4.01.3900,CPF,CPF,NOME,NOME,NOME,TRF1,,1ª TR - RELATOR 3 - BELÉM,- Recurso Inominado Cível,10304 - Auxílio-Alimentação,"- Inciso VIII do Artigo 61 da Lei nº 8.112 de 11 de Dezembro de 1990
- Artigo 61 da Lei nº 8.112 de 11 de Dezembro de 1990",polo_ativo,FALSE,FALSE
0028784-29.2019.8.13.0407,CPF,CPF,NOME,NOME,NOME,TJMG,"CÍVEL,CRIME E JIJ",1,Auto de Prisão em Flagrante,Crimes contra o Patrimônio - Roubo Majorado - Penal,"- Parágrafo 2 Artigo 157 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 157 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940",polo_passivo,TRUE,FALSE
6090640-13.2015.8.13.0024,CPF,CPF,NOME,NOME,NOME,TJMG,,31ª Vara Cível da Comarca de Belo Horizonte,[CÍVEL] DESPEJO POR FALTA DE PAGAMENTO (93),Inadimplemento (7691),,polo_ativo,FALSE,FALSE
